"acra" "numa" "acrb" "numb" "year" "expab" "impab" "Population" "source_trade" "source_pop" "source_gdp" "GDP" "tradeop" "ln.tradeop" "GDPpC" "ln.GDPpC" "PolitySC2" "outFDI" "inFDI" "outFDIstock" "inFDIstock" "source_FDI" "emig_ab" "immig_ba" "source_emig" "source_immig" "credit" "debit" "source_serv" "Distance" "ECOfreq" "PMfreq" "CAPfreq" "SERfreq" "ECOcum" "PMcum" "CAPcum" "SERcum" "crisis" "bankcrisis" "currcrisis" "debtcrisis" "globcrisis" "domcrisis" "HId" "LMId" "refugeecrisis" "contiguity" "bordercontrols" "EU_memb" "acra-bt-id" "acra-b-id" "ln.migop" "ln.capop" "ln.servop"
"842" "EST" 390 "LIT" 366 2012 845.02 1358.76 1322696 1 2 4 34175.444379845 64484.311469544 11.0741772401676 25.8377165878214 3.2518353076654 9 163 311 1227 616 "UNC-14" NA NA "OECD" "OECD" 135680.390531454 107913.05148752 "EStat" 464.5 3 5 3 3 42.5 49.5 35.5 34 0 0 0 0 0 0 1 0 0 1 0 1 20 25 NA 6.42387389046152 1.96399322877563
"843" "EST" 390 "LIT" 366 2013 952.24 1563.48 1317997 1 2 4 35252.3505813953 71363.1845397478 11.175537392656 26.7469126116337 3.28641905029351 9 NA NA NA NA NA NA NA "OECD" "OECD" NA NA "EStat" 464.5 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 1 0 0 1 0 1 20 25 NA NA NA
"844" "EST" 390 "LIT" 366 2014 846.87 1402 1314545 1 2 4 36396.8628875969 61787.4679734103 11.0314558392806 27.687802918574 3.3209919883712 9 NA NA NA NA NA NA NA "OECD" "OECD" NA NA "EStat" 464.5 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 1 0 0 1 0 1 20 25 NA NA NA
"845" "EST" 390 "LIT" 366 2015 755 1311 1311998 1 2 4 37552.331879845 55016.5568042623 10.9153894517181 28.6222478081864 3.35418431081314 9 NA NA NA NA NA NA NA NA NA NA NA "EStat" 464.5 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 1 0 1 1 0 1 20 25 NA NA NA
"895" "EST" 366 "POL" 290 2000 25 84 1396985 1 2 4 16952.0613372093 6429.89650826404 8.76871372196435 12.1347482880699 2.49607309632395 9 NA NA NA NA NA 11 NA "OECD" "OECD" NA NA "EStat" 917 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 1 0 0 1 1 0 20 26 NA NA NA
"896" "EST" 835 "POL" 710 2001 27.23 104.82 1388115 1 2 4 17754.901744186 7437.38275224421 8.91427428532549 12.7906562094539 2.54871492072136 9 4 NA 5 NA "UNC-14" 13 NA "OECD" "OECD" NA NA "EStat" 917 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 1 0 0 1 1 0 20 26 NA NA NA
"897" "EST" 835 "POL" 710 2002 36.62 142.7 1379350 1 2 4 18933.213372093 9471.18676982282 9.15600949721146 13.7261850669468 2.61930532734373 9 1 NA 7 1 "UNC-14" 30 NA "OECD" "OECD" NA NA "EStat" 917 3 5 3 3 27.5 29.5 18.5 16 0 0 0 0 0 0 1 0 0 1 1 0 20 26 NA NA NA
"898" "EST" 835 "POL" 710 2003 54.45 199.31 1370720 1 2 4 20034.0888565891 12666.4108268911 9.44670895195942 14.6157412575793 2.68209911623561 9 -2 -10 4 -14 "UNC-14" 28 NA "OECD" "OECD" NA NA "EStat" 917 1 1 1 1 28.5 30.5 19.5 17 0 0 0 0 0 0 1 0 0 1 0 0 20 26 NA NA NA
"899" "EST" 835 "POL" 710 2004 60.19 273.78 1362550 1 2 4 21666.4585271318 15414.1480750897 9.64304107282415 15.9014043720464 2.76640743061167 9 -1 -4 6 -13 "UNC-14" 15 NA "OECD" "OECD" 25128.3043197937 10580.0865800866 "EStat" 917 4 4 4 4 32.5 34.5 23.5 21 0 0 0 0 0 0 1 0 0 1 0 1 20 26 NA NA 0.499620325639224
"900" "EST" 390 "POL" 366 2005 88.2 366.43 1354775 1 2 4 23475.724127907 19365.9627930094 9.87127230891637 17.3281350245664 2.85233148250473 9 1 -5 6 -16 "UNC-14" 25 NA "OECD" "OECD" 32441.9268674588 12798.8394584139 "EStat" 917 0 0 0 0 32.5 34.5 23.5 21 0 0 0 0 0 0 1 0 0 1 0 1 20 26 NA NA 0.656031718838533
"901" "EST" 390 "POL" 366 2006 115.04 515.72 1346810 1 2 4 26204.2226744186 24070.9296298176 10.0887601519598 19.456510327677 2.96818173527513 9 17 6 18 -10 "UNC-14" 7 NA "OECD" "OECD" 46101.6855484941 15367.2285161647 "EStat" 917 3 4 3 3 35.5 38.5 26.5 24 0 0 0 0 0 0 1 0 0 1 0 1 20 26 NA NA 0.852611016100264
"902" "EST" 390 "POL" 366 2007 160.7 710.27 1340680 1 2 4 29661.9182170543 29363.2392088261 10.2874988039189 22.1245324887775 3.09668706022001 9 17 63 66 44 "UNC-14" 15 NA "OECD" "OECD" 87341.9913419913 24366.7679837893 "EStat" 917 1 2 1 1 36.5 40.5 27.5 26 0 0 0 0 0 0 1 0 0 1 0 1 20 26 NA 3.81136521929723 1.3260311131618
"903" "EST" 390 "POL" 366 2008 239.19 735.27 1337090 1 2 4 29976.2691860465 32507.7144841492 10.3892327088934 22.4190362548867 3.10991043076499 9 62 -8 138 NA "UNC-14" 11 NA "OECD" "OECD" 84892.1433176752 46366.3074514138 "EStat" 917 0 4 2 2 36.5 44.5 29.5 28 0 0 0 0 0 0 1 0 0 1 0 1 20 26 NA NA 1.47676224470777
"904" "EST" 390 "POL" 366 2009 158.57 577.43 1334515 1 2 4 27180.1928294574 27078.5422538407 10.2064968944783 20.3670942847831 3.01392057326856 9 5 -1 119 20 "UNC-14" 13 NA "OECD" "OECD" 40672.7456940223 43993.0920143686 "EStat" 917 0 0 0 0 36.5 44.5 29.5 28 0 0 0 0 0 0 1 0 0 1 0 1 20 26 NA 2.99741153507371 1.13622368422403
"905" "EST" 390 "POL" 366 2010 188.76 786.96 1331475 1 2 4 28155.3282945736 34654.8969272026 10.4531943200929 21.1459684144078 3.05144926861811 9 NA 10 52 64 "UNC-14" 5 NA "OECD" "OECD" 50656.5349544073 29674.7720364742 "EStat" 917 3 5 3 3 39.5 49.5 32.5 31 0 0 0 0 0 0 1 0 0 1 0 1 20 26 NA NA 1.04842280142757
"906" "EST" 390 "POL" 366 2011 254.65 1188.6 1327439 1 2 4 31565.7268410853 45722.0582078122 10.7303361345642 23.7794179929061 3.16882041631662 9 7 -16 44 58 "UNC-14" 20 NA "OECD" "OECD" 54339.6886801142 45621.5344938749 "EStat" 917 0 0 0 0 39.5 49.5 32.5 31 0 0 0 0 0 0 1 0 0 1 0 1 20 26 NA 4.05691013150386 1.15271040416741
"907" "EST" 390 "POL" 366 2012 226.57 1130.19 1322696 1 2 4 34175.444379845 39699.8495446091 10.5891026768598 25.8377165878214 3.2518353076654 9 NA -7 49 54 "UNC-14" 15 NA "OECD" "OECD" 77828.7740628166 52362.8074053606 "EStat" 917 3 5 3 3 42.5 49.5 35.5 34 0 0 0 0 0 0 1 0 0 1 0 1 20 26 NA NA 1.33749968362812
"908" "EST" 390 "POL" 366 2013 275.82 1439.58 1317997 1 2 4 35252.3505813953 48660.584945655 10.7926246373433 26.7469126116337 3.28641905029351 9 NA NA NA NA NA 12 NA "OECD" "OECD" NA NA "EStat" 917 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 1 0 0 1 0 1 20 26 NA NA NA
"909" "EST" 390 "POL" 366 2014 314 1374.69 1314545 1 2 4 36396.8628875969 46396.5810793947 10.7449810518658 27.687802918574 3.3209919883712 9 NA NA NA NA NA 12 NA "OECD" "OECD" NA NA "EStat" 917 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 1 0 0 1 0 1 20 26 NA NA NA
"910" "EST" 390 "POL" 366 2015 292 1067 1311998 1 2 4 37552.331879845 36189.4969491735 10.4965242161897 28.6222478081864 3.35418431081314 9 NA NA NA NA NA NA NA NA NA NA NA "EStat" 917 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 1 0 1 1 0 1 20 26 NA NA NA
"960" "EST" 366 "RUS" 365 2000 260 712 1396985 1 2 4 16952.0613372093 57338.1596883729 10.9567216441956 12.1347482880699 2.49607309632395 9 NA NA NA NA NA NA NA "OECD" "OECD" NA NA "EStat" 1537.5 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 1 0 0 1 1 0 20 27 NA NA NA
"961" "EST" 835 "RUS" 710 2001 344.19 653.24 1388115 1 2 4 17754.901744186 56177.7256991363 10.9362756174454 12.7906562094539 2.54871492072136 9 NA 3 6 44 "UNC-14" NA NA "OECD" "OECD" NA NA "EStat" 1537.5 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 1 0 0 1 1 0 20 27 NA NA NA
"962" "EST" 835 "RUS" 710 2002 432.83 704.13 1379350 1 2 4 18933.213372093 60051.084707884 11.0029508907569 13.7261850669468 2.61930532734373 9 1 14 9 52 "UNC-14" NA NA "OECD" "OECD" NA NA "EStat" 1537.5 3 5 3 3 27.5 29.5 18.5 16 0 0 0 0 0 0 1 0 0 1 1 0 20 27 NA 3.98279207631635 NA
"963" "EST" 835 "RUS" 710 2003 643.17 811.13 1370720 1 2 4 20034.0888565891 72591.2723264021 11.1925999776966 14.6157412575793 2.68209911623561 9 12 2 30 101 "UNC-14" NA NA "OECD" "OECD" NA NA "EStat" 1537.5 1 1 1 1 28.5 30.5 19.5 17 0 0 0 0 0 0 1 0 0 1 0 0 20 27 NA 4.61973033731942 NA
"964" "EST" 835 "RUS" 710 2004 334.56 769 1362550 1 2 4 21666.4585271318 50934.0277562237 10.8382865009108 15.9014043720464 2.76640743061167 9 22 59 59 197 "UNC-14" NA 233 "OECD" "OECD" NA NA "EStat" 1537.5 4 4 4 4 32.5 34.5 23.5 21 0 0 0 0 0 0 1 0 0 1 0 1 20 27 NA 5.29014849879424 NA
"965" "EST" 390 "RUS" 366 2005 497.79 936.49 1354775 1 2 4 23475.724127907 61096.3049397478 11.0202066677131 17.3281350245664 2.85233148250473 9 148 71 256 211 "UNC-14" NA 234 "OECD" "OECD" NA NA "EStat" 1537.5 0 0 0 0 32.5 34.5 23.5 21 0 0 0 0 0 0 1 0 0 1 0 1 20 27 NA 5.35590429099476 NA
"966" "EST" 390 "RUS" 366 2006 763.65 1739.75 1346810 1 2 4 26204.2226744186 95534.2209957595 11.4672397973163 19.456510327677 2.96818173527513 9 37 68 323 332 "UNC-14" NA 346 "OECD" "OECD" NA NA "EStat" 1537.5 3 4 3 3 35.5 38.5 26.5 24 0 0 0 0 0 0 1 0 0 1 0 1 20 27 NA 5.80611363865631 NA
"967" "EST" 390 "RUS" 366 2007 976.21 1561.72 1340680 1 2 4 29661.9182170543 85561.8972929676 11.3569953379501 22.1245324887775 3.09668706022001 9 115 -5 503 427 "UNC-14" NA 433 "OECD" "OECD" NA NA "EStat" 1537.5 1 2 1 1 36.5 40.5 27.5 26 0 0 0 0 0 0 1 0 0 1 0 1 20 27 NA 6.05729603170971 NA
"968" "EST" 390 "RUS" 366 2008 1287.93 1184.57 1337090 1 2 4 29976.2691860465 82481.9120970167 11.3203343009757 22.4190362548867 3.10991043076499 9 -187 167 294 550 "UNC-14" NA 435 "OECD" "OECD" NA NA "EStat" 1537.5 0 4 2 2 36.5 44.5 29.5 28 0 0 0 0 0 0 1 0 0 1 0 1 20 27 NA 6.30979458473882 NA
"969" "EST" 390 "RUS" 366 2009 842.7 816.38 1334515 1 2 4 27180.1928294574 61040.0378838343 11.0192852865976 20.3670942847831 3.01392057326856 9 5 109 325 586 "UNC-14" NA 505 "OECD" "OECD" NA NA "EStat" 1537.5 0 0 0 0 36.5 44.5 29.5 28 0 0 0 0 0 0 1 0 0 1 0 1 20 27 NA 6.37391819280315 NA
"970" "EST" 390 "RUS" 366 2010 1114.63 524.46 1331475 1 2 4 28155.3282945736 58215.9789738946 10.9719151488529 21.1459684144078 3.05144926861811 9 -5 42 323 659 "UNC-14" NA 356 "OECD" "OECD" NA NA "EStat" 1537.5 3 5 3 3 39.5 49.5 32.5 31 0 0 0 0 0 0 1 0 0 1 0 1 20 27 NA 6.4908973450166 NA
"971" "EST" 390 "RUS" 366 2011 1817.58 650.03 1327439 1 2 4 31565.7268410853 78173.7107598679 11.2666886904711 23.7794179929061 3.16882041631662 9 49 51 327 698 "UNC-14" NA 913 "OECD" "OECD" NA NA "EStat" 1537.5 0 0 0 0 39.5 49.5 32.5 31 0 0 0 0 0 0 1 0 0 1 0 1 20 27 NA 6.5486571305929 NA
"972" "EST" 390 "RUS" 366 2012 1928.88 731.51 1322696 1 2 4 34175.444379845 77845.0740956267 11.2624759009587 25.8377165878214 3.2518353076654 9 14 108 334 899 "UNC-14" NA 460 "OECD" "OECD" NA NA "EStat" 1537.5 3 5 3 3 42.5 49.5 35.5 34 0 0 0 0 0 0 1 0 0 1 0 1 20 27 NA 6.80168925835984 NA
"973" "EST" 390 "RUS" 366 2013 1856.31 825.33 1317997 1 2 4 35252.3505813953 76069.8210409621 11.2394068954312 26.7469126116337 3.28641905029351 9 NA NA NA NA NA NA 543 "OECD" "OECD" NA NA "EStat" 1537.5 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 1 0 0 1 0 1 20 27 NA NA NA
"974" "EST" 390 "RUS" 366 2014 1554.68 821.51 1314545 1 2 4 36396.8628875969 65285.5716532027 11.0865263360756 27.687802918574 3.3209919883712 9 NA NA NA NA NA NA 421 "OECD" "OECD" NA NA "EStat" 1537.5 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 1 0 0 1 0 1 20 27 NA NA NA
"975" "EST" 390 "RUS" 366 2015 856 888 1311998 1 2 4 37552.331879845 46441.8562762021 10.7459564065074 28.6222478081864 3.35418431081314 9 NA NA NA NA NA NA NA NA NA NA NA "EStat" 1537.5 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 1 0 1 1 0 1 20 27 NA NA NA
"1025" "EST" 366 "SWD" 380 2000 663 439 1396985 1 2 4 16952.0613372093 65006.8435973117 11.0822478294481 12.1347482880699 2.49607309632395 9 NA NA NA NA NA 264 NA "OECD" "OECD" 30199.2263056093 30625.4950723036 "EStat" 595.3 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 1 0 0 0 1 0 20 28 NA NA 1.27760686869557
"1026" "EST" 835 "SWD" 710 2001 476.68 433.76 1388115 1 2 4 17754.901744186 51278.2336459918 10.8450216457203 12.7906562094539 2.54871492072136 9 NA 131 1 1242 "UNC-14" 271 NA "OECD" "OECD" 29368.2416873906 26004.7895367044 "EStat" 595.3 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 1 0 0 0 1 0 20 28 NA NA 1.13743104181825
"1027" "EST" 835 "SWD" 710 2002 539.57 494.74 1379350 1 2 4 18933.213372093 54629.3954265862 10.908327394636 13.7261850669468 2.61930532734373 9 1 103 1 1733 "UNC-14" 290 NA "OECD" "OECD" 47575.6654692825 19605.9684995855 "EStat" 595.3 3 5 3 3 27.5 29.5 18.5 16 0 0 0 0 0 0 1 0 0 0 1 0 20 28 NA 7.51588908521513 1.26648220508213
"1028" "EST" 835 "SWD" 710 2003 700.77 610.16 1370720 1 2 4 20034.0888565891 65434.9698348692 11.0888121014957 14.6157412575793 2.68209911623561 9 1 322 1 2902 "UNC-14" 277 NA "OECD" "OECD" 20209.4501243437 16272.450953302 "EStat" 595.3 1 1 1 1 28.5 30.5 19.5 17 0 0 0 0 0 0 1 0 0 0 0 0 20 28 NA 8.07868822922987 0.599381011253162
"1029" "EST" 835 "SWD" 710 2004 906.28 815.07 1362550 1 2 4 21666.4585271318 79447.6862863602 11.2828540499091 15.9014043720464 2.76640743061167 9 2 227 4 4571 "UNC-14" 403 NA "OECD" "OECD" 27821.2213318596 26377.1760154739 "EStat" 595.3 4 4 4 4 32.5 34.5 23.5 21 0 0 0 0 0 0 1 0 0 0 0 1 20 28 NA 8.43993410586929 0.916885964029718
"1030" "EST" 390 "SWD" 366 2005 982.7 881.29 1354775 1 2 4 23475.724127907 79400.7456317041 11.2822630380186 17.3281350245664 2.85233148250473 9 NA 2332 3 5323 "UNC-14" 383 NA "OECD" "OECD" 117904.025052961 142671.916735746 "EStat" 595.3 0 0 0 0 32.5 34.5 23.5 21 0 0 0 0 0 0 1 0 0 0 0 1 20 28 NA NA 2.40692747050224
"1031" "EST" 390 "SWD" 366 2006 1187.99 1221.23 1346810 1 2 4 26204.2226744186 91940.1437674378 11.4288930330683 19.456510327677 2.96818173527513 9 2 1087 5 5040 "UNC-14" 422 NA "OECD" "OECD" 108684.166896933 145170.857511283 "EStat" 595.3 3 4 3 3 35.5 38.5 26.5 24 0 0 0 0 0 0 1 0 0 0 0 1 20 28 NA 8.56746796728986 2.27084276546114
"1032" "EST" 390 "SWD" 366 2007 1467.9 1665.93 1340680 1 2 4 29661.9182170543 105651.629711466 11.5679024484952 22.1245324887775 3.09668706022001 9 7 1356 14 6544 "UNC-14" 421 NA "OECD" "OECD" 179152.620429216 166596.849958552 "EStat" 595.3 1 2 1 1 36.5 40.5 27.5 26 0 0 0 0 0 0 1 0 0 0 0 1 20 28 NA 8.80107161057041 2.45585043061198
"1033" "EST" 390 "SWD" 366 2008 1721.99 1614.15 1337090 1 2 4 29976.2691860465 111292.702213687 11.6199189665037 22.4190362548867 3.10991043076499 9 33 975 45 6399 "UNC-14" 389 NA "OECD" "OECD" 185425.716127844 190282.306346136 "EStat" 595.3 0 4 2 2 36.5 44.5 29.5 28 0 0 0 0 0 0 1 0 0 0 0 1 20 28 NA 8.76739144144635 2.52840626425288
"1034" "EST" 390 "SWD" 366 2009 1137.05 853.25 1334515 1 2 4 27180.1928294574 73226.1177280152 11.2013074358746 20.3670942847831 3.01392057326856 9 -4 1465 42 6505 "UNC-14" 558 71 "OECD" "OECD" 152786.220871327 201046.790089343 "EStat" 595.3 0 0 0 0 36.5 44.5 29.5 28 0 0 0 0 0 0 1 0 0 0 0 1 20 28 -7.65994723122796 8.78565967851471 2.56633657815591
"1035" "EST" 390 "SWD" 366 2010 1818.66 1339.5 1331475 1 2 4 28155.3282945736 112169.176894615 11.6277635185952 21.1459684144078 3.05144926861811 9 -10 787 32 5872 "UNC-14" 491 NA "OECD" "OECD" 231635.166252188 230128.856958644 "EStat" 595.3 3 5 3 3 39.5 49.5 32.5 31 0 0 0 0 0 0 1 0 0 0 0 1 20 28 NA 8.68207713456323 2.79731736942528
"1036" "EST" 390 "SWD" 366 2011 2618.63 1838 1327439 1 2 4 31565.7268410853 141185.724074611 11.8578314946424 23.7794179929061 3.16882041631662 9 84 -1120 116 4805 "UNC-14" 494 NA "OECD" "OECD" 283771.668048264 275947.959841577 "EStat" 595.3 0 0 0 0 39.5 49.5 32.5 31 0 0 0 0 0 0 1 0 0 0 0 1 20 28 NA 8.47555189584327 2.87536405551344
"1037" "EST" 390 "SWD" 366 2012 2566.02 1834.29 1322696 1 2 4 34175.444379845 128756.482317903 11.7656781653588 25.8377165878214 3.2518353076654 9 -64 266 55 5210 "UNC-14" 542 NA "OECD" "OECD" 218316.662061343 237163.488993276 "EStat" 595.3 3 5 3 3 42.5 49.5 35.5 34 0 0 0 0 0 0 1 0 0 0 0 1 20 28 NA 8.55903982445147 2.5898447539873
"1038" "EST" 390 "SWD" 366 2013 2735.91 1690.81 1317997 1 2 4 35252.3505813953 125572.335659689 11.7406372512694 26.7469126116337 3.28641905029351 9 NA NA NA NA NA 547 NA "OECD" "OECD" NA NA "EStat" 595.3 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 1 0 0 0 0 1 20 28 NA NA NA
"1039" "EST" 390 "SWD" 366 2014 2880.86 1608.84 1314545 1 2 4 36396.8628875969 123354.037787965 11.7228138558195 27.687802918574 3.3209919883712 9 NA NA NA NA NA 513 NA "OECD" "OECD" NA NA "EStat" 595.3 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 1 0 0 0 0 1 20 28 NA NA NA
"1040" "EST" 390 "SWD" 366 2015 2425 1227 1311998 1 2 4 37552.331879845 97250.9513306708 11.4850500437534 28.6222478081864 3.35418431081314 9 NA NA NA NA NA NA NA NA NA NA NA "EStat" 595.3 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 1 0 1 0 0 1 20 28 NA NA NA
"1090" "FIN" 375 "DEN" 390 2000 1159 2004 5176209 1 2 4 167741.596996124 18856.3842042895 9.84460682011317 32.4062643135399 3.47835174712042 10 NA NA NA NA NA 184 74 "OECD" "OECD" 634851.892788063 333329.004329004 "EStat" 992.3 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 1 0 0 0 0 1 30 31 -9.90662390809685 NA 1.75299426482965
"1091" "FIN" 835 "DEN" 710 2001 1052 743 5188008 1 2 4 169758.35755814 10573.8534810296 9.26613958016729 32.7212983399678 3.48802619126417 10 2600 -143 2718 1348 "UNC-14" 209 76 "OECD" "OECD" 753898.222345031 347866.445611126 "EStat" 992.3 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 1 0 0 0 0 1 30 31 -9.80937118616868 7.20704767021222 1.87029241722156
"1092" "FIN" 835 "DEN" 710 2002 1077 778 5200598 1 2 4 169791.394186046 10925.1709068801 9.29882466349178 32.6484366194131 3.4857969715565 10 -16 117 3098 1724 "UNC-14" 198 79 "OECD" "OECD" 711935.893893341 356613.337017592 "EStat" 992.3 3 5 3 3 27.5 29.5 18.5 16 0 0 0 0 0 0 1 0 0 0 0 1 30 31 -9.84026667075232 7.45242136153121 1.83948655795386
"1093" "FIN" 835 "DEN" 710 2003 1170 1233 5213014 1 2 4 167767.214728682 14323.4183382385 9.5696511227986 32.1823833062183 3.47141920054394 10 -3874 -102 394 2267 "UNC-14" 167 84 "OECD" "OECD" 551743.851892788 383997.513125173 "EStat" 992.3 1 1 1 1 28.5 30.5 19.5 17 0 0 0 0 0 0 1 0 0 0 0 1 30 31 -9.94121581020856 7.72175129280871 1.71876172694908
"1094" "FIN" 835 "DEN" 710 2004 1360 1607 5228172 1 2 4 177011.249418605 16761.6465605725 9.72684861268142 33.8571970123792 3.52215159160029 10 37 -201 521 2818 "UNC-14" 220 70 "OECD" "OECD" 530139.449203279 456588.928801695 "EStat" 992.3 4 4 4 4 32.5 34.5 23.5 21 0 0 0 0 0 0 1 0 0 0 0 1 30 31 -9.79969132997501 7.9436709831425 1.71818151537789
"1095" "FIN" 390 "DEN" 366 2005 1546 1785 5246096 1 2 4 178935.486337209 18615.6478414943 9.83175778782288 34.1083133700202 3.52954114841882 10 222 -46 816 2264 "UNC-14" 193 73 "OECD" "OECD" 1236784.1024224 410386.662982408 "EStat" 992.3 0 0 0 0 32.5 34.5 23.5 21 0 0 0 0 0 0 1 0 0 0 0 1 30 31 -9.8894984301167 7.72498370257448 2.21978907814875
"1096" "FIN" 390 "DEN" 366 2006 1640 3107 5266268 1 2 4 185989.341085271 25522.9679953736 10.1473340314555 35.3171052223835 3.56436741378081 10 88 409 738 3344 "UNC-14" 229 69 "OECD" "OECD" 1410386.84719536 466650.548033527 "EStat" 992.3 3 4 3 3 35.5 38.5 26.5 24 0 0 0 0 0 0 1 0 0 0 0 1 30 31 -9.77973902375605 8.11512434200721 2.31176059318108
"1097" "FIN" 390 "DEN" 366 2007 1775 2918 5288720 1 2 4 202070.645639535 23224.5509244902 10.0529652276282 38.2078547625011 3.64304111653022 10 131 5918 883 6609 "UNC-14" 250 51 "OECD" "OECD" 1429352.21516073 475700.377636548 "EStat" 992.3 1 2 1 1 36.5 40.5 27.5 26 0 0 0 0 0 0 1 0 0 0 0 1 30 31 -9.77397654383358 8.79722364116806 2.24364752779891
"1098" "FIN" 390 "DEN" 366 2008 2028 2777 5313399 1 2 4 211208.923837209 22749.9857141618 10.03231979643 39.750247221639 3.6826160604933 10 94 14 824 6498 "UNC-14" 286 76 "OECD" "OECD" 1536075.06677719 583436.216266004 "EStat" 992.3 0 4 2 2 36.5 44.5 29.5 28 0 0 0 0 0 0 1 0 0 0 0 1 30 31 -9.59409808960176 8.77926988653365 2.30609301026768
"1099" "FIN" 390 "DEN" 366 2009 1227 2074 5338871 1 2 4 200737.251744186 16444.3817543477 9.70773916316715 37.599194987889 3.62698264027009 10 -242 101 934 6990 "UNC-14" 197 42 "OECD" "OECD" 968366.491664364 419379.018144976 "EStat" 992.3 0 0 0 0 36.5 44.5 29.5 28 0 0 0 0 0 0 1 0 0 0 0 1 30 31 -10.0140612134309 8.85221423791346 1.9334389263064
"1100" "FIN" 390 "DEN" 366 2010 1340 2100 5363352 1 2 4 203312.757364341 16919.744951545 9.73623655926085 37.9077780769081 3.63515631733599 10 211 216 1139 5521 "UNC-14" 192 62 "OECD" "OECD" 1109067.51404624 457100.211844893 "EStat" 992.3 3 5 3 3 39.5 49.5 32.5 31 0 0 0 0 0 0 1 0 0 0 0 1 30 31 -9.95776544369849 8.61638218257877 2.04164150538262
"1101" "FIN" 390 "DEN" 366 2011 1619 2559 5388272 1 2 4 212466.872577519 19664.242003071 9.88655713863972 39.4313562079864 3.67456134263119 10 210 -49 1356 5059 "UNC-14" 226 52 "OECD" "OECD" 1089933.31491204 526807.129041172 "EStat" 992.3 0 0 0 0 39.5 49.5 32.5 31 0 0 0 0 0 0 1 0 0 0 0 1 30 31 -9.87211418410138 8.52894758339061 2.0293812471982
"1102" "FIN" 390 "DEN" 366 2012 1330 2415 5413971 1 2 4 215296.799321705 17394.592078464 9.76391463680599 39.7668918658237 3.6830347034329 10 -103 707 1322 5722 "UNC-14" 242 46 "OECD" "OECD" 1150300.63553468 530994.38150502 "EStat" 992.3 3 5 3 3 42.5 49.5 35.5 34 0 0 0 0 0 0 1 0 0 0 0 1 30 31 -9.8415329125229 8.65215351724348 2.05530208079861
"1103" "FIN" 390 "DEN" 366 2013 1376 3063 5438972 1 2 4 214940.512984496 20652.2257640661 9.93557837776557 39.518591561879 3.67677123362817 10 NA NA NA NA NA 247 54 "OECD" "OECD" NA NA "EStat" 992.3 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 1 0 0 0 0 1 30 31 -9.80199036563782 NA NA
"1104" "FIN" 390 "DEN" 366 2014 1334 3217 5461512 1 2 4 214517.91124031 21215.0117148112 9.962464309831 39.278117715444 3.67066756267016 10 NA NA NA NA NA 294 69 "OECD" "OECD" NA NA "EStat" 992.3 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 1 0 0 0 0 1 30 31 -9.61883339819704 NA NA
"1105" "FIN" 390 "DEN" 366 2015 1047 2471 5482013 1 2 4 224922.746414729 15640.9258559971 9.65764621030095 41.0292252890916 3.71428462470361 10 NA NA NA NA NA NA NA NA NA NA NA "EStat" 992.3 0 0 0 0 42.5 49.5 35.5 34 0 0 0 0 0 0 1 0 1 0 0 1 30 31 NA NA NA
"1155" "FIN" 375 "EST" 366 2000 1418 950 5176209 1 2 4 167741.596996124 14116.9515636286 9.55513159281142 32.4062643135399 3.47835174712042 10 NA NA NA NA NA NA 655 "OECD" "OECD" NA NA "EStat" 260.4 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 1 0 0 0 0 1 30 32 NA NA NA
"1156" "FIN" 835 "EST" 710 2001 981 1081 5188008 1 2 4 169758.35755814 12146.6773692942 9.40481094382182 32.7212983399678 3.48802619126417 10 76 6 488 -8 "UNC-14" NA 1090 "OECD" "OECD" NA NA "EStat" 260.4 0 0 0 0 24.5 24.5 15.5 13 0 0 0 0 0 0 1 0 0 0 0 1 30 32 NA NA NA
